complaint,incident_date,county,incident_zip,complaint_type,complaint_description,recieved_date,incident_status_desc,incident_closed_date
59011,,Washington,21795,Odor,Odor in Home,2021-12-28,Incident Closed - No further action,2021-12-30
59010,2021-12-28,Prince George's,20782,Other,illegal tire burning,2021-12-28,Incident Closed-Managed,2021-12-28
59009,2021-12-20,Allegany,26726,Smoke,Cloud Of Smoke,2021-12-20,Referred to Outside Agency,
59007,2021-12-20,Allegany,26726,Smoke,Smoke/Odor,2021-12-20,Referred to Outside Agency,
59006,2021-12-28,Frederick,21703,Air,Burning plastic.,2021-12-29,Under Investigation,
59005,2021-12-21,Montgomery,,Air,The caller would like to find a list of Environmental Consultants that would assist with indoor air quality concerns.,2021-12-21,Incident Closed - No further action,2021-12-28
59004,2021-12-22,Prince George's,,Other,Neighbor burning trash in the area,2021-12-22,Incident Closed-Managed,2021-12-22
59002,2021-12-21,Frederick,,Air,"""Commercial sandblasting on private property next to Tabler Road and a stream.""",2021-12-27,Incident Closed-Managed,2021-12-28
58995,2021-12-05,Dorchester,21835,Odor,Odor Complaint,2021-12-05,Incident Closed - No further action,2021-12-05
58994,,Allegany,21502,Other,Debris on Road,2021-12-02,Incident Closed-Managed,2022-03-09
58991,2021-12-15,Harford,,Smoke,Smoke from neighbors smoke stack.,2021-12-15,Referred to Outside Agency,
58990,2021-12-17,Frederick,,Air,Dust,2021-12-21,Incident Closed-Managed,2022-01-18
58989,2021-12-16,Harford,,Other,Truckers on complainant's road have hit two of her trees.,2021-12-16,Incident Not Applicable to MDE,
58988,2021-12-12,Harford,,Smoke,Neighbor is smoking in apartment next door.,2021-12-13,Referred to Outside Agency,
58987,2021-11-07,Washington,21742,Open Burning,Open Burning,2021-12-01,Incident Closed-Managed,2022-06-16
58981,2021-12-13,Baltimore,21222,Odor,Odor around Beachwood Road in Baltimore County,2021-12-13,Incident Closed-Managed,2022-01-27
58980,2021-12-04,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-12-04,Incident Closed-Managed,2021-12-15
58979,2021-12-02,Baltimore City,,Lead Paint Poisoning Complaint,That a lead and mold inspection needs to be completed at her home.,2021-12-02,Incident Closed - No further action,2021-12-15
58978,2021-12-02,Calvert,,Smoke,That neighbor is open burning and creating smoke emissions.,2021-12-02,Incident Closed - No further action,2021-12-15
58976,2021-12-01,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-12-01,Incident Closed-Managed,2021-12-15
58975,2021-11-20,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-11-20,Incident Closed-Managed,2021-12-15
58974,2021-09-27,Baltimore City,,Fugitive Dust/Particulate Matter,That neighbor is renovating exterior of home and creating paint fugitive emissions.,2021-09-27,Incident Closed - No further action,2021-12-15
58973,2021-11-18,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-11-18,Incident Closed-Managed,2021-12-15
58972,2021-11-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-11-11,Incident Closed-Managed,2021-12-15
58958,2021-11-30,Anne Arundel,,Air,Air quality concerns from crushing and screening businesses along Sands Road.,2021-12-08,Under Investigation,
58939,2021-11-21,Dorchester,21835,Odor,Odor Complaint,2021-11-21,Incident Closed - No further action,2021-11-30
58938,2021-11-21,Dorchester,21835,Odor,Odor Complaint,2021-11-30,Incident Closed - No further action,2021-11-30
58937,2021-11-21,Dorchester,21835,Odor,Odor Complaint,2021-11-21,Incident Closed - No further action,2021-11-21
58936,2021-11-17,Dorchester,21835,Odor,Odor Complaint,2021-11-17,Incident Closed - No further action,2021-11-17
58930,2021-11-22,Baltimore,,Smoke,Employees of Target smoking outside of store.,2021-11-22,Incident Not Applicable to MDE,
58924,2021-11-18,Prince George's,,Other,complaints from PG citizen,2021-11-18,Incident Closed-Managed,2021-11-22
58923,2021-11-02,Montgomery,20850,"Air, Odor","Air inside Michael and Son Sportsplex in Rockville is poor/ toxic, making people ill.",2021-11-18,Referred to Outside Agency,
58912,2021-11-12,Charles,,Air,"Complainant states ""The Plant is spraying hydrogen sulfates acid at 8PM.  Smell it in the air & coming from the ground & sewers.  This is near the Salvation Army on Old Washington RD.""",2021-11-16,Incident Closed-No Violation Observed,2021-11-16
58909,,Garrett,,Other,"Pesticides, Possible Health Issues",2021-11-09,Referred to Outside Agency,
58908,,Washington,21742,Fugitive Dust/Particulate Matter,"""Bees Wings"" Corn Dust",2021-11-08,Incident Closed - No further action,2022-06-21
58907,2021-11-04,Washington,21742,Fugitive Dust/Particulate Matter,"""Bees Wings"" Corn Dust",2021-11-04,Incident Closed - No further action,2022-06-21
58903,2021-11-11,Dorchester,21835,Odor,Odor Complaint,2021-11-11,Incident Closed - No further action,2021-11-11
58902,2021-11-12,Montgomery,20902,"Air, Fumes, Odor, Smoke","Tobacco smoke and odor, as well as harsh detergent fumes, generated by neighbor are coming into the home.",2021-11-12,Referred to Outside Agency,
58901,2021-11-11,Dorchester,21835,Odor,Odor Complaint,2021-11-11,Incident Closed - No further action,2021-11-11
58900,2021-11-11,Baltimore,,Air,Air quality in Texas area,2021-11-11,Incident Closed-Managed,2021-11-12
58899,2021-11-09,Harford,,Fumes,Indoor air quality in home,2021-11-09,Incident Closed-Managed,2021-11-12
58892,2021-11-06,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-11-06,Incident Closed-Managed,2021-11-09
58888,2021-11-07,Anne Arundel,21122,Air,Odors/fumes from the Businesses at 8249 Waterford Road.,2021-11-08,Incident Closed-Managed,2021-11-09
58886,2021-11-02,Prince George's,,Other,smoking in commercial building.,2021-11-02,Incident Closed-Managed,2021-11-05
58885,2021-11-01,Prince George's,,Other,Mold in Apartment unit,2021-11-01,Incident Closed-Managed,2021-11-05
58872,2021-10-27,Anne Arundel,,Air,Smoke from burning leaves.  Neighbor's backyard.,2021-10-29,Incident Closed - No further action,2021-10-27
58869,2021-10-14,,,Odor,He observed strong odors on 83.  (LDS 10/26/21),2021-10-14,Incident Closed-Managed,2021-10-29
58868,2021-10-25,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-25,Incident Closed-Managed,2021-10-29
58867,2021-10-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-24,Incident Closed-Managed,2021-10-29
58866,2021-10-21,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-21,Incident Closed-Managed,2021-10-29
58862,2021-10-14,Baltimore City,,Odor,He observed strong odors at a bus stop.,2021-10-14,Incident Closed-Managed,2021-10-29
58861,2021-10-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-12,Incident Closed-Managed,2021-10-29
58860,2021-10-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-10,Incident Closed-Managed,2021-10-29
58859,2021-10-08,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-08,Incident Closed-Managed,2021-10-29
58858,2021-09-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-09-24,Incident Closed-Managed,2021-10-29
58857,2021-10-06,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-06,Incident Closed-Managed,2021-10-29
58856,2021-10-03,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-10-03,Incident Closed-Managed,2021-10-29
58848,2021-10-26,Not Yet Determined,,Air,Questions regarding the Maryland Healthy Air Act.,2021-10-26,Incident Closed-Managed,2021-10-27
58847,2021-10-20,Prince George's,,Other,Noxious odor in Cheverly area,2021-10-20,Incident Closed-Managed,2021-10-26
58845,2021-10-24,Dorchester,21835,Odor,Odor Complaint,2021-10-24,Incident Closed - No further action,2021-10-24
58844,2021-10-08,Dorchester,21835,Odor,Odor Complaint,2021-10-08,Incident Closed - No further action,2021-10-08
58843,2021-10-08,Dorchester,21835,Odor,Odor Complaint,2021-10-08,Incident Closed - No further action,2021-10-08
58842,2021-10-09,Dorchester,21835,Odor,Odor Complaint,2021-10-09,Incident Closed - No further action,2021-10-09
58841,2021-10-25,Anne Arundel,,Air,Open burning of leaves in his neighbor's backyard firepit.,2021-10-26,Incident Closed - No further action,2021-10-26
58840,2021-10-22,Anne Arundel,21076,Air,"Dust from excavation site.  Concrete pad for 130,000sq.ft already constructed.",2021-10-26,Incident Closed-No Violation Observed,2021-11-03
58839,2021-10-22,Frederick,,Air,"Street scape project.  New storm drains, street, sidewalk and curbs.  Dust.",2021-10-26,Incident Closed-No Violation Observed,2021-10-28
58838,2021-10-21,Baltimore,,Air,"Inquiring information about the ASAP dry cleaner.  (soil tests, history)",2021-10-26,Incident Closed-No Violation Observed,2021-10-21
58836,2021-10-20,Worcester,21811,Odor,Chemical odor inside Walmart store,2021-10-21,Incident Closed-Managed,2022-03-08
58828,,Washington,21742,Open Burning,Open Burning Plastics,2021-10-22,Referred to Outside Agency,
58827,,Allegany,21502,Open Burning,Open Burning Tires,2021-10-21,Referred to Outside Agency,
58826,,Allegany,21501,Odor,Odor of Marijuana,2021-10-13,Incident Closed-No Violation Observed,2022-03-10
58821,2021-10-18,Prince George's,,Other,Noxious smell in the area,2021-10-18,Incident Closed-Managed,2021-10-20
58819,2021-10-15,Prince George's,,Other,Strong Industrial smell in Cheverly area,2021-10-15,Incident Closed-Managed,2021-10-20
58818,2021-10-18,Anne Arundel,,Air,Mold and air quality in the vents in her rental property.,2021-10-19,Incident Closed - No further action,2021-10-18
58810,2021-09-30,Wicomico,21801,Open Burning,Smoke and odor from neighbor burning leaves and other materials.,2021-10-01,Incident Closed-No Violation Observed,2021-10-01
58809,2021-10-15,Anne Arundel,21076,Air,"Dust on her car, etc., from contractors building",2021-10-18,Incident Closed-Managed,2021-10-19
58800,,Washington,21722,Other,Damage to Property from Blasting,2021-10-08,Incident Closed - No further action,2022-06-21
58799,2021-10-12,Prince George's,20743,Other,paint fumes odor,2021-10-12,Incident Closed-Managed,2021-10-18
58798,2021-10-09,Prince George's,,Other,Odor in Cheverly area,2021-10-09,Incident Closed-Managed,2021-10-12
58797,2021-10-11,Howard,21075,Other,Fumes and spray painting on cars,2021-10-11,Referred to Outside Agency,
58790,2021-10-05,Anne Arundel,,Air,Inquiry about requirements for sand blasting.,2021-10-07,Incident Closed - No further action,2021-10-05
58777,,Allegany,21502,Groundwater Contamination,Ground/Stream Water Pollution,2021-10-05,Incident Closed - No further action,2021-10-05
58774,,Allegany,,Other,Radon Gas in Home,2021-10-04,Incident Closed - No further action,2021-10-05
58773,2021-10-02,Dorchester,21835,Odor,Odor Complaint,2021-10-02,Incident Closed - No further action,2021-10-02
58772,2021-09-23,Dorchester,21835,Odor,Odor Complaint,2021-09-23,Incident Closed - No further action,2021-09-23
58771,2021-09-22,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-22
58768,2021-09-22,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-22
58766,2021-09-25,Washington,21740,Fugitive Dust/Particulate Matter,Dust From Neighbor's Construction Project,2021-09-28,Incident Closed-Managed,2022-04-19
58763,2021-08-31,Allegany,21502,Air,"Concerns about the air quality in Mexico Farms area, Cumberland, MD",2021-08-31,Incident Closed-No Violation Observed,2021-10-06
58762,2021-09-30,Anne Arundel,21122,Air,"Her CO detector alarmed in her RV and believes odors are coming from her neighbor's property, which is now zoned commercial",2021-10-04,Incident Closed-Managed,2021-10-05
58762,2021-09-30,Anne Arundel,21122,Air,"Her CO detector alarmed in her RV and believes odors are coming from her neighbor's property, which is now zoned commercial",2021-10-04,Incident Closed-Managed,2021-10-05
58761,2021-09-30,Anne Arundel,21401,Air,Odor from open burning of trash at her neighbor's yard.,2021-10-04,Under Investigation,
58756,2021-09-29,Anne Arundel,21060,Air,Open burning odors from a mobile home park up the street from the Complainant.,2021-09-30,Under Investigation,
58754,2021-09-27,Baltimore,,Odor,Odors from neighbor's dog feces,2021-09-27,Incident Closed - No further action,2021-09-27
58746,2021-09-25,Prince George's,,Other,"heavy smoke from Route 50 Kenilworth, Cheverly",2021-09-25,Incident Closed-Managed,2021-09-29
58745,2021-09-25,Prince George's,,Other,smell of burning plastic,2021-09-25,Incident Closed-Managed,2021-09-29
58744,2021-09-24,Prince George's,,Other,strong smell oil in the air,2021-09-24,Incident Closed-Managed,2021-09-29
58743,2021-09-24,Prince George's,,Other,Strong burning oil in the area.,2021-09-24,Incident Closed-Managed,2021-09-27
58742,2021-09-25,Prince George's,,Other,strong burning smell on Rt 50,2021-09-25,Incident Closed-Managed,2021-09-29
58731,2021-09-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-09-17,Incident Closed-Managed,2021-09-24
58730,2021-09-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-09-15,Incident Closed-Managed,2021-09-24
48724,2021-09-22,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-22
48723,2021-09-21,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-21
48722,2021-09-16,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-19
48721,2021-09-14,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-14
48720,2021-09-14,Dorchester,21835,Odor,Odor Complaint,2021-09-22,Incident Closed - No further action,2021-09-14
48718,2021-09-20,Howard,,Other,concern of ventilation system in a nail shop,2021-09-20,Referred to Outside Agency,
48702,2021-09-07,Cecil,21904,"Air, Odor, Open Burning, Smoke",Smoke and odors come from former Bainbridge Navy Training Site,2021-09-07,Incident Closed-Managed,2021-09-17
48701,2021-09-10,Montgomery,,"Air, Fumes",Idling trucks near complainant's apartment,2021-09-10,Referred to Outside Agency,
48693,2021-09-14,Anne Arundel,,Air,Smoke cloud and a strong smell of oil in the air coming from an unknown factory.,2021-09-15,Incident Closed-No Violation Observed,2021-09-21
48690,2021-09-03,Baltimore City,,Fugitive Dust/Particulate Matter,He is concerned about asbestos in a renovation on his block.,2021-09-03,Incident Closed - No further action,2021-09-15
48689,2021-08-30,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-08-30,Incident Closed-Managed,2021-09-15
48688,2021-08-27,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-08-27,Incident Closed-Managed,2021-09-15
48687,2021-08-26,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-08-26,Incident Closed-Managed,2021-09-15
48686,2021-08-25,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-08-25,Incident Closed-Managed,2021-09-15
48685,2021-08-20,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-08-20,Incident Closed-Managed,2021-09-15
48679,2021-09-10,Prince George's,,Other,"loud noise from junk yard, odor in Cheverly area",2021-09-10,Incident Closed-Managed,2021-09-13
48677,2021-09-10,Baltimore,21222,Fumes,Fumes coming from a metal business,2021-09-10,Incident Closed - No further action,2021-09-13
48675,2021-09-01,Anne Arundel,,Air,MOSH representative inquiring about requirements for a hookah lounge.,2021-09-13,Incident Closed - No further action,2021-09-13
48674,2021-09-01,Anne Arundel,,Air,Odor from neighbor burning incense candles.,2021-09-13,Incident Not Applicable to MDE,
48673,2021-08-31,Anne Arundel,,Air,Odor from neighbor burning incense candles.,2021-09-13,Incident Not Applicable to MDE,
48672,2021-08-30,Anne Arundel,,Air,Odor from neighbor burning incense candles.,2021-09-13,Incident Not Applicable to MDE,
48671,2021-08-27,Anne Arundel,,Air,Odor from neighbor burning incense candles.,2021-09-13,Incident Not Applicable to MDE,
48657,2021-09-08,Dorchester,21643,Odor,Pepper processing plant creating odors in the town.,2021-09-08,Incident Closed-Managed,2022-03-08
48642,2021-08-26,Dorchester,21835,Odor,Odor Complaint,2021-08-26,Incident Closed - No further action,2021-08-26
48641,2021-08-20,Dorchester,21835,Odor,Odor Complaint,2021-08-20,Incident Closed - No further action,2021-08-20
48640,2021-08-17,Dorchester,21835,Odor,Odor Complaint,2021-08-31,Incident Closed - No further action,2021-08-17
48639,2021-08-14,Dorchester,21835,Odor,Odor Complaint,2021-08-31,Incident Closed - No further action,2021-08-14
48626,2021-08-24,Washington,21740,Odor,Odor from Neighbors,2021-08-24,Incident Closed - No further action,2022-06-21
48621,2021-08-26,Dorchester,21835,Odor,Odors from rendering plant have been bad for past two weeks.,2021-08-26,Incident Closed-Managed,2022-03-08
48616,2021-08-25,Anne Arundel,,"Air, Noise Complaint",Noise from her neighbor in their apartment complex.,2021-08-26,Incident Not Applicable to MDE,
48603,2021-08-06,Montgomery,20878,"Air, Fumes, Odor",Neighbor is using hundreds of mothballs in yard and on public walk way.,2021-08-19,Referred to Outside Agency,
48599,2021-08-18,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-08-18,Incident Closed-Managed,2021-08-20
48598,2021-08-11,Baltimore City,,Odor,He smells an odor in the neighborhood when temperatures reach 75 degrees.,2021-08-11,Incident Closed-Managed,2021-08-20
48597,2021-07-26,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-07-26,Incident Closed-Managed,2021-08-20
48595,2021-08-17,Prince George's,20781,Other,Luis Autobody spray painting outside; fumes coming from site.,2021-08-17,Incident Closed-Managed,2021-08-25
48590,2021-08-11,Anne Arundel,,Air,Homeowner at 925 Kosciuszko Avenue pouring gasoline and oil in his yard to kill the weeds.,2021-08-17,Incident Closed-Managed,2021-08-17
48589,2021-08-11,Anne Arundel,,Air,Odor from the autobody shop.,2021-08-17,Incident Closed-No Violation Observed,2021-08-18
48588,2021-08-11,Anne Arundel,,Air,Homeowner pouring gasoline and oil in yard to kill weeds.,2021-08-17,Incident Closed-Managed,2021-08-17
48587,2021-08-11,Anne Arundel,,Air,Odor from open burning at 1476 Shot Town RD.,2021-08-17,Under Investigation,
48577,2021-08-14,Montgomery,20833,Fugitive Dust/Particulate Matter,Spring Garden Farm Mulch production is causing noise and unbearable dust.,2021-08-14,Incident Closed-Managed,2023-01-25
48576,2021-08-12,Cecil,21904,"Air, Open Burning, Smoke",Concerns regarding smoke and odor emanating from the former Bainbridge Naval Training Center in Port Deposit.,2021-08-12,Incident Closed-Managed,2021-09-17
48574,2021-08-12,Cecil,21904,"Air, Odor, Open Burning","Odors and soot coming from the former Bainbridge Naval Training Site. Strong toxic ""smell"" in the air.",2021-08-12,Incident Closed-Managed,2021-09-17
48572,2021-08-11,Carroll,21046,Smoke,Trash Truck producing black smoke from exhaust on Route 140 in Westminster.,2021-08-12,Incident Closed-Managed,2021-08-13
48571,2021-08-07,Baltimore,21228,Smoke,Smoke coming from stack,2021-08-09,Incident Closed-Managed,2021-08-07
48565,2021-07-09,Baltimore,21222,Odor,Odor along North Point Road,2021-07-09,Incident Closed-Managed,2022-01-27
48564,2021-08-07,Dorchester,21835,Odor,Odor Complaint,2021-08-10,Incident Closed - No further action,2021-08-07
48563,2021-08-07,Dorchester,21835,Odor,Odor Complaint,2021-08-10,Incident Closed - No further action,2021-08-07
48561,2021-08-01,Dorchester,21835,Odor,Odor Complaint,2021-08-09,Incident Closed - No further action,2021-08-01
48560,2021-07-28,Dorchester,21835,Odor,Odor Complaint,2021-08-09,Incident Closed - No further action,2021-07-28
48559,2021-07-23,Dorchester,21835,Odor,Odor Complaint,2021-07-23,Incident Closed - No further action,2021-07-23
48550,,Montgomery,,"Air, Odor","Complainant stated the following in the email: ""This incinerator needs to be shut down! We can't breathe in Poolesville,  Maryland tonight! what are you going to do abou it? """,2021-03-02,Incident Closed - No further action,2021-08-06
48549,2021-08-05,Anne Arundel,21060,Air,Odor from neighbor pouring gasoline or oil onto their yard to kill weeds.,2021-08-06,Incident Closed-No Violation Observed,2021-08-06
48548,2021-08-05,Anne Arundel,21060,Air,Odor created from a neighbor pouring gasoline or oil onto their yard to kill weeds.,2021-08-05,Incident Closed-No Violation Observed,2021-08-05
48543,2021-08-03,Howard,,Other,smell of exhaust/ noise on Route 70,2021-08-03,Incident Closed-Managed,2021-08-18
48542,2021-08-02,Montgomery,20833,"Air, Fugitive Dust/Particulate Matter","Concerned with dust, traffic, and noise associated with Spring Garden Farm mulch production next -door.",2021-08-02,Incident Closed-Managed,2023-01-25
48530,2021-07-22,Prince George's,,Other,odor in Cheverly area and also loud noise in the area,2021-07-22,Incident Closed-Managed,2021-07-30
48529,2021-07-29,Anne Arundel,,Air,"Landscape Company spraying for mosquitoes at neighbor's yard, creating odor and residue getting on her vegetable garden.",2021-07-30,Incident Closed-No Violation Observed,2021-07-30
48525,2021-07-28,Harford,21085,Fugitive Dust/Particulate Matter,Dust issues,2021-07-28,Incident Closed-No Violation Observed,2022-03-03
48524,2021-07-28,Harford,21085,Fugitive Dust/Particulate Matter,Dust,2021-07-28,Incident Closed-No Violation Observed,2021-07-29
48523,2021-07-27,Harford,21085,Fugitive Dust/Particulate Matter,Dust issues,2021-07-27,Incident Closed-No Violation Observed,2021-07-29
48512,2021-07-27,Caroline,,Air,Air monitoring equipment/request for crop overspray,2021-07-27,Incident Closed-Managed,2022-03-08
48508,2021-07-22,Montgomery,20833,"Air, Fugitive Dust/Particulate Matter","The complainant has concerns related to dust, noise, and truck traffic at the next-door business, Spring Garden Farm Mulch.",2021-07-22,Referred to Outside Agency,
38502,2021-07-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-07-17,Incident Closed-Managed,2021-07-22
38501,2021-07-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-07-15,Incident Closed-Managed,2021-07-22
38489,2021-07-20,Harford,21085,Fugitive Dust/Particulate Matter,Dust from Allan Myers,2021-07-20,Incident Closed-No Violation Observed,2021-07-22
38475,2021-07-09,Prince George's,,Other,Smell of burning oil in Cheverly area,2021-07-09,Incident Closed-Managed,2021-07-16
38474,2021-07-08,Prince George's,,Other,Strong industrial smell of burning oil in the Cheverly area,2021-07-08,Incident Closed-Managed,2021-07-16
38466,2021-07-15,Anne Arundel,21401,Air,Smoke from open burning of trash.,2021-07-15,Incident Closed-Managed,2021-07-19
38464,2021-07-07,Anne Arundel,20764,Air,Townhouse neighbors.  Odor from neighbor's smoking things and burning incense candles.  Complainant called about smoke from neighbor's grill on 6/7/21.,2021-07-15,Under Investigation,
38463,2021-07-13,Charles,20601,Air,Acid stolen from Plant and dumped into water run-off sewers and creates an odor.  Acid sprayed in the Pinefield neighborhood & surrounding areas.,2021-07-14,Under Investigation,
38458,2021-06-30,Anne Arundel,20764,Air,Odor from a seafood business.,2021-07-14,Incident Closed-No Violation Observed,2021-07-16
38454,,Baltimore City,21224,Air,Dusting from the reclaim piles at National Gypsum continues to be uncontrolled.  The water truck was only used once in the past week.,2021-07-13,Under Investigation,
38452,2021-07-05,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-07-05,Incident Closed-Managed,2021-07-13
38451,2021-07-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-07-11,Incident Closed-Managed,2021-07-13
38450,2021-07-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-07-10,Incident Closed-Managed,2021-07-13
38441,2021-07-09,Prince George's,,Other,Smell of Hydrogen sulfide from tenant apartment,2021-07-09,Incident Closed-Managed,2021-07-09
38440,2021-06-10,Allegany,21502,Fugitive Dust/Particulate Matter,Dust from Staging Site,2021-06-17,Incident Closed - No further action,2021-07-09
38430,2021-07-06,Baltimore City,21224,Air,"National Gypsum only ran the water truck twice since last week,  They have been stirring up dust yesterday and today.",2021-07-07,Incident Closed-Managed,2021-07-07
38426,2021-07-02,Prince George's,,Other,Sickling odor in the Cheverly area,2021-07-02,Incident Closed-Managed,2021-07-06
38423,2021-06-29,Baltimore City,,Asbestos Complaint,She has a sample and wants it to be tested for Asbestos.,2021-06-29,Incident Closed - No further action,2021-07-02
38422,2021-06-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-06-24,Incident Closed-Managed,2021-07-02
38421,2021-06-23,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-06-23,Incident Closed-Managed,2021-07-02
38417,2021-07-01,Worcester,21811,Odor,Bad odors,2021-07-01,Incident Closed-Managed,2022-03-08
38411,,Baltimore City,21224,Air,Mr. Kenneth Frankhouse left a message on H. Janssen's work phone.  There is a pile of broken up sheetrock creating a dust cloud when it is loaded into trucks.  The dust cloud is making it difficult to breathe and tearing up the paint on cars.  It looks like it is snowing down here. The have a water truck but they don't use it.,2021-06-30,Incident Closed-Managed,2021-07-13
38397,2021-06-25,Queen Anne's,,Agricultural,Has questions re: the safety of pesticides being sprayed on farm field across the road from complainant's property,2021-06-25,Incident Closed-Managed,2022-03-08
38393,,Allegany,21502,Illegal Dumping,Piling Dirt near a Stream,2021-06-22,Referred to WMA,
38392,2021-06-16,,,Odor,Odor Complaint,2021-06-16,Incident Closed - No further action,2021-06-16
38391,2021-06-23,Anne Arundel,21061,Air,Sweeper truck creating dust in the parking lot.,2021-06-24,Under Investigation,
38384,2021-06-21,Cecil,,Air,Neighbor's diesel vehicle repair business has vehicles idling for long periods of time.,2021-06-21,Referred to Outside Agency,
38383,2021-06-22,Baltimore,21222,Odor,"Odors in the area around American Yeast, along North Point Road being the focal point.",2021-06-23,Incident Closed-Managed,2022-01-27
38382,2021-06-21,Baltimore,21222,Odor,Strong odors in area around American Yeast along Beachwood Road,2021-06-23,Incident Closed-Managed,2022-01-27
38377,2021-06-21,Carroll,21784,"Air, Odor, Smoke",Neighbor has fabricated a wood-burning pool heater causing smoke and odor.,2021-06-21,Referred to Outside Agency,
38374,2021-06-11,Montgomery,20833,"Air, Fugitive Dust/Particulate Matter",Spring Garden Farm mulch operation is causing dust issues. also has concerns regarding chemicals used to color mulch in the mulch dust.,2021-06-21,Referred to LMA,
38372,2021-06-17,Baltimore,,Air,Homeowner bred chickens in his basement and they created a dust issue.,2021-06-21,Incident Closed-No Violation Observed,2021-07-15
28369,2021-06-16,Baltimore City,,ARA AQCP non-regulated entity,HVAC system in apartment is producing poor air quality and wants someone to fix the issue.,2021-06-16,Incident Closed - No further action,2021-06-17
28365,2021-06-10,Montgomery,20879,"Air, Noise Complaint",Air pollution and noise pollution caused by Montgomery County Airpark training operations.,2021-06-16,Incident Closed-Managed,2021-06-16
28362,,Allegany,,Fugitive Dust/Particulate Matter,Dust from Construction Staging Area,2021-06-11,Incident Closed-Managed,2022-07-18
28361,2021-06-16,Prince George's,20785,Other,Truck Idling in front of whole food,2021-06-16,Incident Closed-Managed,2021-06-16
28360,,Allegany,,Fugitive Dust/Particulate Matter,Dust from Construction Staging Area,2021-06-07,Incident Closed - No further action,2022-06-21
28359,2021-06-12,Montgomery,20910,Odor,Natural gas type odor present at 1110 Bonifant Street.,2021-06-12,Referred to Outside Agency,
28358,2021-06-14,Howard,,Other,Dirt's from a piece of land from BGE,2021-06-14,Referred to Outside Agency,
28347,2021-06-07,Prince George's,,Odor,Heavy odor of burning oil in Cheverly area,2021-06-10,Incident Closed-Managed,2021-06-11
28345,2021-06-09,Prince George's,20785,Other,Truck idling at  Cheverly whole food facility,2021-06-09,Incident Closed-Managed,2021-06-11
28342,2021-06-07,Anne Arundel,207241986,Air,Smoke from neighbor's food grill.  Grill located on deck at townhouse.,2021-06-09,Incident Closed-Managed,2021-06-24
28341,2021-06-07,Prince George's,20740,Fugitive Dust/Particulate Matter,dust concern  coming from Sudbury granite and Marble,2021-06-07,Incident Closed-Managed,2021-06-08
28339,2021-06-03,Carroll,21784,"Air, Odor, Smoke",Neighbor has fabricated a wood burning pool heater. The unit is creating smoke and odors.,2021-06-03,Referred to Outside Agency,
28335,2021-06-03,Howard,,Other,ceiling dinner room collapsed,2021-06-03,Incident Closed-Managed,2021-06-03
